experiment_name,condition_id,condition_short,session_id,seed,communication,value_gap,info_asymmetry,buyer_wtp,seller_wta,gains_from_trade,feasible,deal,final_price,surplus_captured,price_split_ratio,rounds_to_agreement,bargain_rounds_played,buyer_earnings,seller_earnings,n_comm_messages,n_value_signals,guardrail_triggered
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s20,5021,cheap_talk,narrow,two_sided_private,10.34,9.86,0.48,1,1,10.0,1.0,0.2917,4,4,0.34,0.14,2,1,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s21,5022,cheap_talk,narrow,two_sided_private,10.23,9.91,0.32,1,1,10.0,1.0,0.2812,4,4,0.23,0.09,2,1,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s22,5023,cheap_talk,narrow,two_sided_private,10.82,7.97,2.85,1,1,9.25,1.0,0.4491,4,4,1.57,1.28,2,0,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s23,5024,cheap_talk,narrow,two_sided_private,9.91,7.69,2.22,1,1,8.75,1.0,0.4775,4,4,1.16,1.06,2,0,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s24,5025,cheap_talk,narrow,two_sided_private,9.42,7.84,1.58,1,1,9.0,1.0,0.7342,4,4,0.42,1.16,2,1,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s25,5026,cheap_talk,narrow,two_sided_private,10.93,6.74,4.19,1,1,10.0,1.0,0.778,4,4,0.93,3.26,2,0,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s26,5027,cheap_talk,narrow,two_sided_private,8.54,7.17,1.37,1,0,,0.0,,,4,0.0,0.0,2,1,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s27,5028,cheap_talk,narrow,two_sided_private,11.67,7.49,4.18,1,1,9.0,1.0,0.3612,4,4,2.67,1.51,2,4,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s28,5029,cheap_talk,narrow,two_sided_private,8.7,7.89,0.81,1,0,,0.0,,,4,0.0,0.0,2,1,0
mug_bargain_cheap_talk,C05_talk1_narrow_twosided,C05,C05_s29,5030,cheap_talk,narrow,two_sided_private,9.09,9.5,-0.41,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s0,6001,cheap_talk,narrow,one_sided_buyer_known,11.66,8.96,2.7,1,1,9.75,1.0,0.2926,4,4,1.91,0.79,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s1,6002,cheap_talk,narrow,one_sided_buyer_known,11.06,6.5,4.56,1,1,8.5,1.0,0.4386,4,4,2.56,2.0,2,1,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s2,6003,cheap_talk,narrow,one_sided_buyer_known,11.68,9.68,2.0,1,1,10.5,1.0,0.41,4,4,1.18,0.82,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s3,6004,cheap_talk,narrow,one_sided_buyer_known,10.02,7.06,2.96,1,1,9.0,1.0,0.6554,4,4,1.02,1.94,2,1,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s4,6005,cheap_talk,narrow,one_sided_buyer_known,8.8,9.63,-0.83,0,0,,,,,4,0.0,0.0,2,2,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s5,6006,cheap_talk,narrow,one_sided_buyer_known,8.19,7.53,0.66,1,1,7.8,1.0,0.4091,4,4,0.39,0.27,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s6,6007,cheap_talk,narrow,one_sided_buyer_known,9.46,9.97,-0.51,0,1,8.75,,,4,4,0.71,-1.22,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s7,6008,cheap_talk,narrow,one_sided_buyer_known,11.71,7.94,3.77,1,1,9.0,1.0,0.2812,4,4,2.71,1.06,2,2,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s8,6009,cheap_talk,narrow,one_sided_buyer_known,10.28,9.29,0.99,1,1,9.5,1.0,0.2121,4,4,0.78,0.21,2,2,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s9,6010,cheap_talk,narrow,one_sided_buyer_known,9.33,6.82,2.51,1,1,8.0,1.0,0.4701,4,4,1.33,1.18,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s10,6011,cheap_talk,narrow,one_sided_buyer_known,9.09,7.56,1.53,1,1,8.0,1.0,0.2876,4,4,1.09,0.44,2,2,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s11,6012,cheap_talk,narrow,one_sided_buyer_known,11.29,8.21,3.08,1,1,9.5,1.0,0.4188,4,4,1.79,1.29,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s12,6013,cheap_talk,narrow,one_sided_buyer_known,10.68,6.69,3.99,1,1,8.5,1.0,0.4536,4,4,2.18,1.81,2,4,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s13,6014,cheap_talk,narrow,one_sided_buyer_known,10.24,8.2,2.04,1,1,8.9,1.0,0.3431,4,4,1.34,0.7,2,2,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s14,6015,cheap_talk,narrow,one_sided_buyer_known,11.22,6.57,4.65,1,1,8.5,1.0,0.4151,4,4,2.72,1.93,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s15,6016,cheap_talk,narrow,one_sided_buyer_known,10.34,8.88,1.46,1,1,9.25,1.0,0.2534,4,4,1.09,0.37,2,3,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s16,6017,cheap_talk,narrow,one_sided_buyer_known,9.81,9.36,0.45,1,1,9.25,1.0,-0.2444,4,4,0.56,-0.11,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s17,6018,cheap_talk,narrow,one_sided_buyer_known,9.15,7.85,1.3,1,1,8.5,1.0,0.5,4,4,0.65,0.65,2,1,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s18,6019,cheap_talk,narrow,one_sided_buyer_known,8.06,8.13,-0.07,0,1,8.06,,,4,4,0.0,-0.07,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s19,6020,cheap_talk,narrow,one_sided_buyer_known,8.73,6.67,2.06,1,1,8.0,1.0,0.6456,4,4,0.73,1.33,2,1,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s20,6021,cheap_talk,narrow,one_sided_buyer_known,11.3,8.12,3.18,1,1,9.75,1.0,0.5126,4,4,1.55,1.63,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s21,6022,cheap_talk,narrow,one_sided_buyer_known,11.59,7.7,3.89,1,1,9.5,1.0,0.4627,4,4,2.09,1.8,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s22,6023,cheap_talk,narrow,one_sided_buyer_known,9.51,6.33,3.18,1,1,8.0,1.0,0.5252,4,4,1.51,1.67,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s23,6024,cheap_talk,narrow,one_sided_buyer_known,8.82,6.58,2.24,1,1,7.9,1.0,0.5893,4,4,0.92,1.32,2,1,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s24,6025,cheap_talk,narrow,one_sided_buyer_known,9.65,8.39,1.26,1,1,8.75,1.0,0.2857,4,4,0.9,0.36,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s25,6026,cheap_talk,narrow,one_sided_buyer_known,9.37,9.14,0.23,1,1,9.25,1.0,0.4783,4,4,0.12,0.11,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s26,6027,cheap_talk,narrow,one_sided_buyer_known,10.05,8.21,1.84,1,1,9.25,1.0,0.5652,4,4,0.8,1.04,2,0,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s27,6028,cheap_talk,narrow,one_sided_buyer_known,11.47,6.7,4.77,1,1,9.5,1.0,0.587,4,4,1.97,2.8,2,2,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s28,6029,cheap_talk,narrow,one_sided_buyer_known,11.75,6.28,5.47,1,1,9.25,1.0,0.543,4,4,2.5,2.97,2,1,0
mug_bargain_cheap_talk,C06_talk1_narrow_onesided,C06,C06_s29,6030,cheap_talk,narrow,one_sided_buyer_known,8.35,7.97,0.38,1,1,8.1,1.0,0.3421,4,4,0.25,0.13,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s0,7001,cheap_talk,wide,two_sided_private,6.17,8.21,-2.04,0,0,,,,,4,0.0,0.0,2,3,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s1,7002,cheap_talk,wide,two_sided_private,10.59,10.19,0.4,1,0,,0.0,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s2,7003,cheap_talk,wide,two_sided_private,11.59,6.25,5.34,1,1,11.25,1.0,0.9363,4,4,0.34,5.0,2,4,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s3,7004,cheap_talk,wide,two_sided_private,6.5,6.13,0.37,1,0,,0.0,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s4,7005,cheap_talk,wide,two_sided_private,9.07,7.76,1.31,1,1,8.25,1.0,0.374,4,4,0.82,0.49,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s5,7006,cheap_talk,wide,two_sided_private,8.57,5.26,3.31,1,1,8.0,1.0,0.8278,4,4,0.57,2.74,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s6,7007,cheap_talk,wide,two_sided_private,11.07,8.71,2.36,1,1,11.0,1.0,0.9703,4,4,0.07,2.29,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s7,7008,cheap_talk,wide,two_sided_private,12.55,12.23,0.32,1,0,,0.0,,,4,0.0,0.0,2,1,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s8,7009,cheap_talk,wide,two_sided_private,8.15,13.55,-5.4,0,0,,,,,4,0.0,0.0,2,3,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s9,7010,cheap_talk,wide,two_sided_private,14.44,5.94,8.5,1,1,11.0,1.0,0.5953,4,4,3.44,5.06,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s10,7011,cheap_talk,wide,two_sided_private,14.53,8.56,5.97,1,1,10.0,1.0,0.2412,4,4,4.53,1.44,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s11,7012,cheap_talk,wide,two_sided_private,9.64,14.85,-5.21,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s12,7013,cheap_talk,wide,two_sided_private,14.83,5.38,9.45,1,1,10.75,1.0,0.5683,4,4,4.08,5.37,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s13,7014,cheap_talk,wide,two_sided_private,5.6,6.96,-1.36,0,0,,,,,4,0.0,0.0,2,1,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s14,7015,cheap_talk,wide,two_sided_private,7.48,12.39,-4.91,0,0,,,,,4,0.0,0.0,2,2,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s15,7016,cheap_talk,wide,two_sided_private,6.14,6.37,-0.23,0,0,,,,,4,0.0,0.0,2,1,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s16,7017,cheap_talk,wide,two_sided_private,14.36,9.72,4.64,1,1,10.0,1.0,0.0603,4,4,4.36,0.28,2,1,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s17,7018,cheap_talk,wide,two_sided_private,8.39,11.35,-2.96,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s18,7019,cheap_talk,wide,two_sided_private,13.48,7.51,5.97,1,1,9.5,1.0,0.3333,4,4,3.98,1.99,2,2,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s19,7020,cheap_talk,wide,two_sided_private,5.63,5.28,0.35,1,0,,0.0,,,4,0.0,0.0,2,1,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s20,7021,cheap_talk,wide,two_sided_private,14.35,8.54,5.81,1,1,10.0,1.0,0.2513,4,4,4.35,1.46,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s21,7022,cheap_talk,wide,two_sided_private,14.92,7.81,7.11,1,1,10.5,1.0,0.3783,4,4,4.42,2.69,2,1,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s22,7023,cheap_talk,wide,two_sided_private,7.84,8.79,-0.95,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s23,7024,cheap_talk,wide,two_sided_private,13.46,8.79,4.67,1,1,11.75,1.0,0.6338,4,4,1.71,2.96,2,1,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s24,7025,cheap_talk,wide,two_sided_private,11.15,6.51,4.64,1,1,8.5,1.0,0.4289,4,4,2.65,1.99,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s25,7026,cheap_talk,wide,two_sided_private,11.98,8.32,3.66,1,1,10.75,1.0,0.6639,4,4,1.23,2.43,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s26,7027,cheap_talk,wide,two_sided_private,8.95,10.58,-1.63,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s27,7028,cheap_talk,wide,two_sided_private,13.25,9.28,3.97,1,1,9.75,1.0,0.1184,4,4,3.5,0.47,2,3,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s28,7029,cheap_talk,wide,two_sided_private,7.86,10.26,-2.4,0,0,,,,,4,0.0,0.0,2,2,0
mug_bargain_cheap_talk,C07_talk1_wide_twosided,C07,C07_s29,7030,cheap_talk,wide,two_sided_private,7.4,5.33,2.07,1,0,,0.0,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s0,8001,cheap_talk,wide,one_sided_buyer_known,10.85,13.42,-2.57,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s1,8002,cheap_talk,wide,one_sided_buyer_known,10.48,8.97,1.51,1,1,10.0,1.0,0.6821,4,4,0.48,1.03,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s2,8003,cheap_talk,wide,one_sided_buyer_known,7.37,9.85,-2.48,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s3,8004,cheap_talk,wide,one_sided_buyer_known,9.69,12.46,-2.77,0,0,,,,,4,0.0,0.0,2,1,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s4,8005,cheap_talk,wide,one_sided_buyer_known,6.37,12.26,-5.89,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s5,8006,cheap_talk,wide,one_sided_buyer_known,12.13,5.52,6.61,1,1,9.75,1.0,0.6399,4,4,2.38,4.23,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s6,8007,cheap_talk,wide,one_sided_buyer_known,9.4,14.4,-5.0,0,0,,,,,4,0.0,0.0,2,2,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s7,8008,cheap_talk,wide,one_sided_buyer_known,14.62,10.25,4.37,1,1,12.75,1.0,0.5721,4,4,1.87,2.5,2,1,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s8,8009,cheap_talk,wide,one_sided_buyer_known,10.06,5.21,4.85,1,1,8.75,1.0,0.7299,4,4,1.31,3.54,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s9,8010,cheap_talk,wide,one_sided_buyer_known,7.35,6.29,1.06,1,1,6.7,1.0,0.3868,4,4,0.65,0.41,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s10,8011,cheap_talk,wide,one_sided_buyer_known,8.98,5.32,3.66,1,1,7.5,1.0,0.5956,4,4,1.48,2.18,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s11,8012,cheap_talk,wide,one_sided_buyer_known,6.68,11.61,-4.93,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s12,8013,cheap_talk,wide,one_sided_buyer_known,5.82,12.86,-7.04,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s13,8014,cheap_talk,wide,one_sided_buyer_known,9.58,9.97,-0.39,0,0,,,,,4,0.0,0.0,2,2,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s14,8015,cheap_talk,wide,one_sided_buyer_known,5.91,14.32,-8.41,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s15,8016,cheap_talk,wide,one_sided_buyer_known,10.96,6.14,4.82,1,1,8.0,1.0,0.3859,4,4,2.96,1.86,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s16,8017,cheap_talk,wide,one_sided_buyer_known,14.05,7.82,6.23,1,1,11.0,1.0,0.5104,4,4,3.05,3.18,2,1,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s17,8018,cheap_talk,wide,one_sided_buyer_known,5.34,7.15,-1.81,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s18,8019,cheap_talk,wide,one_sided_buyer_known,8.86,14.67,-5.81,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s19,8020,cheap_talk,wide,one_sided_buyer_known,14.39,7.5,6.89,1,1,12.5,1.0,0.7257,4,4,1.89,5.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s20,8021,cheap_talk,wide,one_sided_buyer_known,9.23,14.31,-5.08,0,0,,,,,4,0.0,0.0,2,3,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s21,8022,cheap_talk,wide,one_sided_buyer_known,5.38,11.9,-6.52,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s22,8023,cheap_talk,wide,one_sided_buyer_known,6.45,11.94,-5.49,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s23,8024,cheap_talk,wide,one_sided_buyer_known,13.88,12.54,1.34,1,1,13.0,1.0,0.3433,4,4,0.88,0.46,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s24,8025,cheap_talk,wide,one_sided_buyer_known,6.33,9.46,-3.13,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s25,8026,cheap_talk,wide,one_sided_buyer_known,8.56,7.42,1.14,1,1,8.0,1.0,0.5088,4,4,0.56,0.58,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s26,8027,cheap_talk,wide,one_sided_buyer_known,12.42,12.61,-0.19,0,0,,,,,4,0.0,0.0,2,1,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s27,8028,cheap_talk,wide,one_sided_buyer_known,12.03,9.72,2.31,1,1,11.0,1.0,0.5541,4,4,1.03,1.28,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s28,8029,cheap_talk,wide,one_sided_buyer_known,14.53,14.8,-0.27,0,0,,,,,4,0.0,0.0,2,0,0
mug_bargain_cheap_talk,C08_talk1_wide_onesided,C08,C08_s29,8030,cheap_talk,wide,one_sided_buyer_known,9.65,5.93,3.72,1,1,8.8,1.0,0.7715,4,4,0.85,2.87,2,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s0,9001,extended_talk,narrow,two_sided_private,8.15,7.01,1.14,1,0,,0.0,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s1,9002,extended_talk,narrow,two_sided_private,9.1,7.39,1.71,1,0,,0.0,,,4,0.0,0.0,6,6,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s2,9003,extended_talk,narrow,two_sided_private,10.27,9.69,0.58,1,0,,0.0,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s3,9004,extended_talk,narrow,two_sided_private,11.96,7.88,4.08,1,1,11.0,1.0,0.7647,4,4,0.96,3.12,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s4,9005,extended_talk,narrow,two_sided_private,9.4,9.79,-0.39,0,0,,,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s5,9006,extended_talk,narrow,two_sided_private,11.77,7.57,4.2,1,1,10.0,1.0,0.5786,4,4,1.77,2.43,6,14,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s6,9007,extended_talk,narrow,two_sided_private,9.34,9.45,-0.11,0,0,,,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s7,9008,extended_talk,narrow,two_sided_private,10.42,7.7,2.72,1,1,10.0,1.0,0.8456,4,4,0.42,2.3,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s8,9009,extended_talk,narrow,two_sided_private,9.16,6.99,2.17,1,0,,0.0,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s9,9010,extended_talk,narrow,two_sided_private,8.45,6.99,1.46,1,0,,0.0,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s10,9011,extended_talk,narrow,two_sided_private,10.14,8.87,1.27,1,1,9.75,1.0,0.6929,4,4,0.39,0.88,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s11,9012,extended_talk,narrow,two_sided_private,9.48,8.89,0.59,1,1,9.0,1.0,0.1864,4,4,0.48,0.11,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s12,9013,extended_talk,narrow,two_sided_private,11.87,9.56,2.31,1,1,10.0,1.0,0.1905,4,4,1.87,0.44,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s13,9014,extended_talk,narrow,two_sided_private,9.28,7.96,1.32,1,1,9.0,1.0,0.7879,4,4,0.28,1.04,6,6,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s14,9015,extended_talk,narrow,two_sided_private,10.58,6.22,4.36,1,1,9.75,1.0,0.8096,4,4,0.83,3.53,6,2,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s15,9016,extended_talk,narrow,two_sided_private,9.75,9.8,-0.05,0,0,,,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s16,9017,extended_talk,narrow,two_sided_private,11.71,8.09,3.62,1,1,9.0,1.0,0.2514,4,4,2.71,0.91,6,3,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s17,9018,extended_talk,narrow,two_sided_private,9.06,8.03,1.03,1,0,,0.0,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s18,9019,extended_talk,narrow,two_sided_private,11.61,9.64,1.97,1,1,9.75,1.0,0.0558,4,4,1.86,0.11,6,4,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s19,9020,extended_talk,narrow,two_sided_private,11.63,7.48,4.15,1,1,9.5,1.0,0.4867,4,4,2.13,2.02,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s20,9021,extended_talk,narrow,two_sided_private,8.32,7.89,0.43,1,0,,0.0,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s21,9022,extended_talk,narrow,two_sided_private,8.52,7.25,1.27,1,0,,0.0,,,4,0.0,0.0,6,2,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s22,9023,extended_talk,narrow,two_sided_private,11.86,8.19,3.67,1,1,10.5,1.0,0.6294,4,4,1.36,2.31,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s23,9024,extended_talk,narrow,two_sided_private,8.08,6.51,1.57,1,0,,0.0,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s24,9025,extended_talk,narrow,two_sided_private,8.82,6.06,2.76,1,0,,0.0,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s25,9026,extended_talk,narrow,two_sided_private,11.51,9.28,2.23,1,1,10.0,1.0,0.3229,4,4,1.51,0.72,6,4,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s26,9027,extended_talk,narrow,two_sided_private,9.26,8.2,1.06,1,0,,0.0,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s27,9028,extended_talk,narrow,two_sided_private,9.57,7.48,2.09,1,0,,0.0,,,4,0.0,0.0,6,1,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s28,9029,extended_talk,narrow,two_sided_private,9.7,8.9,0.8,1,0,,0.0,,,4,0.0,0.0,6,7,0
mug_bargain_cheap_talk,C09_ext_narrow_twosided,C09,C09_s29,9030,extended_talk,narrow,two_sided_private,9.2,7.53,1.67,1,0,,0.0,,,4,0.0,0.0,6,0,0
mug_bargain_cheap_talk,C10_ext_narrow_onesided,C10,C10_s0,10001,extended_talk,narrow,one_sided_buyer_known,9.43,9.3,0.13,1,1,9.25,1.0,-0.3846,4,4,0.18,-0.05,6,1,0
mug_bargain_cheap_talk,C10_ext_narrow_onesided,C10,C10_s1,10002,extended_talk,narrow,one_sided_buyer_known,9.56,6.43,3.13,1,1,8.0,1.0,0.5016,4,4,1.56,1.57,6,1,0
mug_bargain_cheap_talk,C10_ext_narrow_onesided,C10,C10_s2,10003,extended_talk,narrow,one_sided_buyer_known,11.49,6.02,5.47,1,1,9.5,1.0,0.6362,4,4,1.99,3.48,6,0,0
mug_bargain_cheap_talk,C10_ext_narrow_onesided,C10,C10_s3,10004,extended_talk,narrow,one_sided_buyer_known,10.43,8.56,1.87,1,1,9.5,1.0,0.5027,4,4,0.93,0.94,6,0,0
